-0.08567749,-0.21070261,0.27202046,0.20090577,-0.14442647,-0.24729937,0.27876735,-0.117508054,-0.5225057,-0.023593225
-0.24715275,0.403767,0.16974641,0.09854484,0.09301454,0.14518347,0.20155555,-0.25089377,0.3407416,-0.42129818
0.091516696,-0.19850475,0.18713698,0.036490075,0.440164,-0.17358826,0.42897832,-0.024495337,-0.43237635,0.32065812
-0.6589263,0.42094126,0.19953391,-0.18242006,-0.022519313,0.44025126,0.19532533,-0.19963568,0.32129362,0.04918612
0.31320882,0.17476776,0.52163875,-0.2172344,-0.1496564,-0.51414704,-0.5660078,-0.0820859,-0.24168299,0.406325
-0.24859233,-0.18901384,-0.35782883,0.00044886346,-0.40952536,0.113752544,-0.45313558,-0.37190586,0.3576868,-0.50970954
-0.1147442,0.27570498,-0.5242442,0.31609824,0.3320167,0.11321868,0.006057272,0.47295958,0.314941,-0.20790945
0.40429482,-0.2911027,0.4594197,-0.49278206,0.53265125,-0.503301,0.05188747,0.14410272,-0.3293172,0.30375662
0.48058468,-0.39750642,0.2371704,0.056663435,0.32224432,-0.30164307,-0.35360938,0.069520675,0.33897424,-0.47896057
0.038651392,0.1660328,-0.15648296,-0.28706196,0.11220336,-0.32502082,-0.15110071,0.3147717,0.0726333,-0.06298135
