0.015866656,-0.20100078,0.37352782,0.17032482,-0.23978934,-0.33137965,0.24698246,-0.09434497,-0.5363028,-0.064165995
-0.35421947,0.47971898,0.10230615,0.093832016,0.115460955,0.3311317,0.35981008,-0.21343793,0.3637266,-0.27839202
0.070057265,-0.24967179,0.136939,0.09171091,0.5375219,-0.23669499,0.33439863,-0.070632905,-0.42403054,0.25106788
-0.5229335,0.3876796,0.30609822,-0.21036972,-0.105680466,0.28957903,0.1119302,-0.20359832,0.29319736,-0.047506772
0.2247333,0.23256731,0.4901423,-0.27802974,-0.21108128,-0.3228047,-0.4038652,-0.037475456,-0.24145898,0.5550698
-0.32578728,-0.19189054,-0.4409402,0.08196481,-0.27604696,0.123060785,-0.4985998,-0.39745095,0.39232117,-0.52297366
0.04418243,0.23393175,-0.42861596,0.33713895,0.3169626,-0.101329565,-0.122113414,0.44959596,0.29700598,-0.3540762
0.36177295,-0.2728807,0.46967602,-0.61141205,0.39152193,-0.3435609,0.20072463,0.181856,-0.36236268,0.42967725
0.34162548,-0.3732474,0.13293462,0.11674399,0.43146035,-0.19621462,-0.34176126,0.06580157,0.38089773,-0.42204997
0.19337767,0.14805794,-0.08683403,-0.1874134,0.19748287,-0.5784146,-0.31282368,0.28441507,0.086540565,-0.23764814
